'sample #','EEG Fp1','EEG Fp2','EEG F3','EEG F4','EEG F7','EEG F8','EEG T3','EEG T4','EEG C3','EEG C4','EEG T5','EEG T6','EEG P3','EEG P4','EEG O1','EEG O2','EEG Fz','EEG Cz','EEG Pz','EEG A2-A1','ECG ECG','EDF Annotations'
4542,-10118,-2160,-6749,-3916,-12878,-1530,-4913,-5532,-5097,-4141,-5320,-6850,-9347,-7954,-9853,-7116,-5654,1450,-7578,-11454,-21190,0
4543,-8573,-891,-5357,-1977,-12242,-214,-3566,-4240,-2978,-2340,-4944,-6484,-8820,-6974,-9580,-6846,-3690,4177,-6632,-11058,-21028,0
4544,-6967,460,-3934,-219,-11388,1004,-2508,-3401,-943,-817,-4773,-6616,-8375,-6171,-9401,-6627,-1904,6793,-5566,-10792,-20788,0
4545,-5419,1839,-2614,1238,-10471,2037,-1801,-3013,840,344,-4820,-7164,-8046,-5579,-9330,-6518,-416,9105,-4479,-10675,-20481,0
4546,-4052,3165,-1520,2301,-9657,2805,-1420,-3008,2237,1112,-5047,-7967,-7811,-5186,-9349,-6541,681,10973,-3447,-10713,-20128,0
4547,-2983,4329,-746,2911,-9098,3256,-1280,-3265,3156,1505,-5387,-8819,-7607,-4936,-9411,-6683,1324,12320,-2520,-10894,-19761,0
4548,-2306,5212,-350,3052,-8900,3374,-1275,-3643,3548,1588,-5760,-9510,-7354,-4743,-9459,-6892,1495,13137,-1714,-11186,-19413,0
4549,-2078,5707,-342,2744,-9107,3170,-1309,-4000,3406,1450,-6094,-9863,-6983,-4514,-9436,-7093,1217,13471,-1015,-11534,-19112,0
4550,-2307,5752,-689,2048,-9694,2686,-1317,-4219,2763,1187,-6332,-9752,-6449,-4162,-9291,-7204,549,13413,-388,-11870,-18876,0
4551,-2942,5352,-1322,1054,-10570,1979,-1263,-4215,1705,886,-6434,-9115,-5736,-3625,-8983,-7147,-415,13074,217,-12123,-18706,0
4552,-3876,4593,-2136,-120,-11594,1119,-1124,-3942,357,605,-6364,-7950,-4850,-2871,-8475,-6865,-1557,12565,857,-12231,-18587,0
4553,-4957,3627,-3015,-1344,-12597,186,-878,-3396,-1106,380,-6091,-6307,-3797,-1901,-7732,-6326,-2750,11987,1586,-12158,-18493,0
4554,-6017,2638,-3848,-2490,-13420,-740,-491,-2615,-2493,210,-5575,-4289,-2573,-752,-6723,-5527,-3870,11423,2452,-11901,-18394,0
4555,-6911,1791,-4541,-3460,-13943,-1585,70,-1684,-3611,68,-4783,-2039,-1162,505,-5427,-4493,-4822,10927,3484,-11505,-18262,0
4556,-7545,1189,-5039,-4201,-14122,-2301,823,-729,-4320,-98,-3701,251,446,1774,-3850,-3279,-5557,10522,4680,-11057,-18084,0
4557,-7900,852,-5333,-4728,-13996,-2877,1747,89,-4558,-359,-2357,2370,2233,2934,-2038,-1961,-6085,10196,5994,-10677,-17859,0
4558,-8024,720,-5457,-5109,-13681,-3345,2776,600,-4356,-797,-831,4094,4135,3856,-85,-636,-6472,9905,7329,-10494,-17600,0
4559,-8016,682,-5479,-5456,-13335,-3772,3806,651,-3829,-1488,743,5228,6045,4424,1869,590,-6819,9584,8543,-10614,-17328,0
4560,-7988,625,-5477,-5883,-13110,-4239,4716,144,-3149,-2485,2198,5642,7802,4557,3664,1614,-7237,9164,9470,-11098,-17064,0
4561,-8041,462,-5529,-6477,-13113,-4817,5393,-936,-2498,-3799,3361,5305,9243,4224,5138,2354,-7809,8594,9951,-11936,-16824,0
4562,-8239,153,-5692,-7271,-13383,-5541,5754,-2510,-2037,-5391,4092,4292,10224,3459,6165,2757,-8576,7859,9870,-13054,-16612,0
4563,-8611,-297,-6000,-8243,-13898,-6409,5748,-4421,-1874,-7174,4308,2776,10652,2350,6673,2814,-9522,6986,9185,-14328,-16428,0
4564,-9161,-859,-6471,-9328,-14601,-7385,5359,-6464,-2065,-9025,3996,995,10497,1018,6658,2554,-10594,6032,7936,-15617,-16258,0
4565,-9880,-1497,-7107,-10446,-15436,-8422,4590,-8427,-2618,-10816,3210,-799,9792,-404,6176,2042,-11720,5059,6240,-16790,-16088,0
4566,-10752,-2179,-7908,-11529,-16367,-9479,3460,-10140,-3514,-12432,2053,-2385,8615,-1802,5327,1362,-12831,4112,4258,-17751,-15902,0
4567,-11760,-2877,-8864,-12537,-17379,-10537,2005,-11494,-4717,-13799,649,-3614,7069,-3098,4231,605,-13883,3195,2161,-18447,-15686,0
4568,-12875,-3566,-9953,-13457,-18452,-11600,277,-12456,-6186,-14889,-879,-4420,5254,-4257,2997,-148,-14851,2266,88,-18857,-15431,0
4569,-14048,-4214,-11134,-14293,-19537,-12680,-1647,-13058,-7875,-15718,-2431,-4825,3254,-5281,1711,-835,-15730,1251,-1874,-18984,-15132,0
4570,-15214,-4788,-12339,-15051,-20541,-13788,-3666,-13382,-9729,-16336,-3937,-4922,1130,-6206,419,-1419,-16513,72,-3694,-18840,-14791,0
4571,-16292,-5264,-13483,-15724,-21336,-14911,-5661,-13535,-11686,-16804,-5358,-4850,-1069,-7081,-866,-1889,-17189,-1334,-5382,-18442,-14413,0
4572,-17212,-5630,-14472,-16289,-21794,-16014,-7508,-13631,-13672,-17188,-6679,-4765,-3311,-7958,-2159,-2258,-17733,-2981,-6970,-17815,-14012,0
4573,-17908,-5895,-15218,-16711,-21831,-17035,-9084,-13775,-15606,-17540,-7898,-4814,-5558,-8882,-3482,-2551,-18113,-4834,-8481,-16996,-13598,0
4574,-18338,-6071,-15656,-16948,-21439,-17893,-10280,-14047,-17396,-17898,-9019,-5112,-7763,-9881,-4850,-2805,-18292,-6802,-9918,-16035,-13181,0
4575,-18470,-6153,-15746,-16959,-20682,-18494,-11002,-14492,-18942,-18279,-10041,-5720,-9866,-10956,-6256,-3052,-18234,-8756,-11260,-14989,-12767,0
4576,-18275,-6102,-15477,-16707,-19680,-18746,-11173,-15109,-20138,-18680,-10954,-6637,-11793,-12083,-7660,-3317,-17907,-10543,-12466,-13915,-12354,0
4577,-17717,-5838,-14859,-16161,-18552,-18564,-10751,-15849,-20875,-19074,-11731,-7798,-13470,-13212,-8992,-3608,-17285,-12004,-13487,-12855,-11932,0
4578,-16761,-5255,-13917,-15296,-17386,-17896,-9723,-16625,-21054,-19416,-12335,-9089,-14808,-14266,-10158,-3913,-16349,-13003,-14275,-11835,-11489,0
4579,-15384,-4260,-12690,-14104,-16212,-16733,-8136,-17318,-20605,-19644,-12721,-10360,-15736,-15167,-11049,-4203,-15097,-13430,-14791,-10865,-11015,0
4580,-13604,-2813,-11230,-12601,-15016,-15129,-6100,-17811,-19508,-19684,-12848,-11461,-16196,-15831,-11570,-4429,-13555,-13233,-15004,-9950,-10503,0
4581,-11494,-956,-9605,-10839,-13767,-13204,-3785,-18005,-17810,-19469,-12693,-12266,-16159,-16191,-11652,-4542,-11779,-12420,-14893,-9095,-9950,0
4582,-9183,1179,-7902,-8910,-12452,-11131,-1404,-17844,-15629,-18943,-12265,-12699,-15640,-16205,-11276,-4500,-9862,-11069,-14456,-8312,-9358,0
4583,-6841,3398,-6215,-6940,-11096,-9111,817,-17321,-13146,-18076,-11614,-12747,-14698,-15862,-10485,-4283,-7924,-9317,-13708,-7614,-8728,0
4584,-4646,5493,-4636,-5068,-9754,-7330,2681,-16478,-10581,-16874,-10832,-12459,-13450,-15182,-9387,-3909,-6091,-7339,-12697,-7006,-8062,0
4585,-2743,7293,-3237,-3422,-8494,-5927,4047,-15393,-8161,-15377,-10041,-11932,-12045,-14212,-8142,-3433,-4475,-5324,-11501,-6476,-7362,0
4586,-1216,8698,-2062,-2100,-7358,-4965,4856,-14156,-6080,-13658,-9364,-11280,-10652,-13024,-6937,-2942,-3155,-3444,-10222,-5993,-6630,0
4587,-86,9689,-1116,-1146,-6350,-4426,5128,-12854,-4472,-11814,-8899,-10609,-9423,-11696,-5945,-2534,-2167,-1825,-8964,-5509,-5879,0
4588,687,10312,-376,-556,-5440,-4229,4950,-11554,-3394,-9948,-8688,-9989,-8461,-10308,-5291,-2298,-1505,-542,-7811,-4982,-5124,0
4589,1170,10644,198,-288,-4581,-4256,4451,-10302,-2818,-8165,-8700,-9445,-7795,-8934,-5026,-2289,-1135,389,-6808,-4384,-4387,0
4590,1434,10760,645,-279,-3745,-4388,3772,-9128,-2650,-6555,-8840,-8965,-7378,-7626,-5114,-2513,-1011,990,-5953,-3720,-3692,0
4591,1536,10720,992,-465,-2946,-4529,3042,-8060,-2753,-5197,-8968,-8517,-7096,-6425,-5452,-2929,-1087,1302,-5203,-3029,-3053,0
4592,1502,10561,1241,-792,-2238,-4618,2355,-7131,-2985,-4150,-8945,-8081,-6809,-5353,-5899,-3466,-1328,1365,-4495,-2378,-2475,0
4593,1342,10309,1377,-1222,-1706,-4635,1765,-6390,-3221,-3455,-8668,-7662,-6390,-4425,-6312,-4035,-1706,1209,-3774,-1842,-1951,0
4594,1057,9987,1376,-1722,-1423,-4582,1289,-5881,-3381,-3129,-8094,-7292,-5750,-3641,-6578,-4557,-2193,851,-3008,-1484,-1468,0
4595,656,9625,1220,-2256,-1424,-4473,921,-5636,-3425,-3150,-7246,-7016,-4858,-2990,-6625,-4968,-2747,317,-2188,-1340,-1011,0
4596,160,9254,908,-2774,-1690,-4320,655,-5647,-3353,-3455,-6200,-6865,-3728,-2446,-6420,-5222,-3314,-350,-1323,-1403,-571,0
4597,-390,8904,470,-3219,-2150,-4124,494,-5859,-3178,-3937,-5048,-6833,-2408,-1963,-5958,-5286,-3825,-1071,-421,-1632,-145,0
4598,-942,8596,-46,-3535,-2710,-3885,467,-6179,-2920,-4461,-3880,-6871,-953,-1489,-5249,-5138,-4215,-1746,520,-1960,263,0
4599,-1446,8334,-573,-3688,-3286,-3609,617,-6493,-2591,-4895,-2760,-6895,580,-973,-4315,-4763,-4443,-2268,1509,-2311,642,0
4600,-1866,8107,-1054,-3685,-3830,-3320,981,-6704,-2209,-5142,-1728,-6814,2129,-392,-3197,-4165,-4507,-2560,2550,-2623,983,0
4601,-2189,7891,-1448,-3584,-4340,-3064,1572,-6755,-1799,-5173,-810,-6556,3620,247,-1961,-3376,-4458,-2597,3621,-2856,1279,0
4602,-2434,7658,-1748,-3485,-4849,-2908,2353,-6649,-1413,-5039,-26,-6089,4961,891,-702,-2458,-4389,-2425,4665,-2997,1524,0
4603,-2644,7375,-1978,-3508,-5393,-2930,3242,-6440,-1127,-4857,600,-5431,6043,1456,466,-1502,-4420,-2146,5590,-3057,1715,0
4604,-2881,7010,-2187,-3766,-5992,-3198,4116,-6215,-1027,-4780,1046,-4635,6765,1849,1431,-610,-4666,-1897,6288,-3063,1848,0
4605,-3211,6533,-2432,-4338,-6630,-3761,4839,-6067,-1198,-4952,1300,-3784,7043,1987,2106,125,-5208,-1812,6658,-3051,1923,0
4606,-3694,5916,-2769,-5251,-7267,-4636,5291,-6074,-1698,-5477,1367,-2971,6841,1815,2443,634,-6083,-1996,6632,-3058,1945,0
4607,-4374,5131,-3241,-6479,-7860,-5808,5392,-6290,-2552,-6392,1270,-2287,6162,1311,2431,878,-7277,-2503,6182,-3125,1915,0
4608,-5277,4156,-3872,-7961,-8395,-7235,5109,-6737,-3747,-7671,1039,-1824,5046,479,2086,844,-8734,-3342,5315,-3290,1839,0
4609,-6405,2985,-4671,-9610,-8898,-8848,4464,-7418,-5245,-9235,701,-1656,3544,-661,1424,536,-10375,-4477,4060,-3585,1717,0
4610,-7737,1630,-5624,-11332,-9431,-10562,3520,-8314,-6995,-10977,268,-1841,1709,-2081,448,-38,-12109,-5847,2452,-4030,1545,0
4611,-9219,141,-6699,-13036,-10065,-12268,2371,-9392,-8940,-12783,-265,-2413,-417,-3747,-852,-870,-13839,-7368,529,-4621,1305,0
4612,-10769,-1396,-7847,-14630,-10842,-13846,1127,-10603,-11023,-14545,-909,-3369,-2791,-5617,-2484,-1941,-15470,-8949,-1669,-5332,974,0
4613,-12276,-2859,-9004,-16029,-11750,-15171,-106,-11884,-13181,-16170,-1667,-4672,-5357,-7630,-4433,-3215,-16911,-10494,-4085,-6114,524,0
4614,-13621,-4110,-10102,-17161,-12725,-16129,-1239,-13171,-15344,-17592,-2518,-6259,-8032,-9712,-6635,-4630,-18083,-11913,-6633,-6909,-67,0
4615,-14695,-5019,-11082,-17974,-13670,-16649,-2211,-14407,-17434,-18772,-3415,-8043,-10701,-11776,-8976,-6101,-18932,-13136,-9202,-7668,-810,0
4616,-15426,-5495,-11903,-18455,-14495,-16711,-2993,-15553,-19367,-19702,-4288,-9934,-13226,-13736,-11298,-7527,-19442,-14119,-11651,-8367,-1697,0
4617,-15792,-5507,-12554,-18628,-15152,-16367,-3583,-16595,-21055,-20410,-5059,-11844,-15464,-15511,-13426,-8806,-19634,-14851,-13835,-9016,-2708,0
4618,-15827,-5098,-13046,-18548,-15652,-15727,-3993,-17541,-22415,-20944,-5658,-13692,-17284,-17035,-15190,-9855,-19567,-15347,-15621,-9654,-3809,0
4619,-15604,-4363,-13401,-18290,-16047,-14934,-4217,-18401,-23373,-21358,-6038,-15401,-18585,-18255,-16451,-10613,-19310,-15629,-16901,-10333,-4965,0
4620,-15209,-3437,-13632,-17917,-16400,-14135,-4236,-19180,-23861,-21691,-6181,-16902,-19306,-19127,-17113,-11049,-18927,-15710,-17604,-11097,-6148,0
4621,-14714,-2453,-13736,-17464,-16747,-13436,-4006,-19852,-23834,-21945,-6094,-18130,-19430,-19610,-17130,-11153,-18450,-15580,-17703,-11958,-7338,0
4622,-14149,-1518,-13680,-16930,-17064,-12890,-3483,-20366,-23265,-22081,-5811,-19026,-18987,-19676,-16511,-10937,-17879,-15203,-17213,-12886,-8523,0
4623,-13513,-696,-13412,-16286,-17273,-12482,-2644,-20648,-22167,-22019,-5386,-19548,-18056,-19317,-15319,-10430,-17187,-14536,-16193,-13803,-9699,0
4624,-12770,-5,-12878,-15493,-17261,-12155,-1520,-20624,-20599,-21672,-4892,-19673,-16766,-18557,-13678,-9682,-16342,-13548,-14754,-14602,-10861,0
4625,-11885,571,-12045,-14525,-16917,-11826,-203,-20242,-18677,-20967,-4414,-19412,-15287,-17469,-11769,-8768,-15327,-12253,-13050,-15167,-12004,0
4626,-10840,1068,-10917,-13387,-16169,-11421,1156,-19497,-16568,-19886,-4050,-18814,-13818,-16167,-9814,-7783,-14157,-10708,-11268,-15405,-13116,0
4627,-9648,1526,-9545,-12122,-15010,-10893,2379,-18437,-14474,-18473,-3892,-17960,-12556,-14795,-8052,-6838,-12882,-9015,-9603,-15269,-14185,0
4628,-8362,1986,-8027,-10797,-13504,-10229,3298,-17159,-12599,-16836,-4012,-16958,-11658,-13490,-6695,-6037,-11574,-7297,-8223,-14768,-15195,0
4629,-7054,2480,-6485,-9491,-11768,-9438,3795,-15783,-11114,-15121,-4443,-15917,-11213,-12360,-5885,-5462,-10306,-5662,-7235,-13966,-16134,0
4630,-5799,3045,-5049,-8273,-9951,-8546,3827,-14425,-10125,-13476,-5161,-14929,-11210,-11449,-5666,-5149,-9141,-4184,-6657,-12967,-16991,0
4631,-4660,3713,-3823,-7188,-8206,-7577,3433,-13163,-9650,-12014,-6084,-14037,-11543,-10740,-5972,-5084,-8115,-2892,-6414,-11887,-17757,0
4632,-3669,4512,-2876,-6258,-6670,-6555,2718,-12031,-9617,-10790,-7083,-13236,-12026,-10148,-6649,-5210,-7240,-1773,-6360,-10835,-18427,0
4633,-2835,5450,-2224,-5487,-5450,-5507,1825,-11016,-9887,-9805,-8006,-12480,-12450,-9570,-7492,-5447,-6510,-796,-6317,-9899,-19000,0
4634,-2147,6503,-1839,-4868,-4612,-4472,904,-10084,-10280,-9015,-8714,-11707,-12612,-8912,-8306,-5718,-5914,71,-6123,-9142,-19478,0
4635,-1589,7610,-1654,-4396,-4182,-3511,83,-9207,-10619,-8367,-9107,-10879,-12373,-8130,-8946,-5973,-5446,847,-5677,-8613,-19869,0
4636,-1154,8671,-1584,-4067,-4137,-2701,-548,-8390,-10757,-7817,-9145,-10007,-11689,-7237,-9343,-6200,-5101,1537,-4952,-8351,-20185,0
4637,-833,9571,-1541,-3879,-4408,-2122,-940,-7671,-10597,-7347,-8848,-9155,-10583,-6304,-9508,-6423,-4879,2140,-3994,-8392,-20437,0
4638,-620,10202,-1446,-3820,-4879,-1839,-1076,-7110,-10096,-6958,-8272,-8428,-9140,-5418,-9501,-6683,-4770,2665,-2890,-8758,-20639,0
4639,-505,10497,-1237,-3864,-5407,-1880,-956,-6760,-9253,-6653,-7487,-7930,-7464,-4659,-9396,-7014,-4750,3139,-1734,-9452,-20798,0
4640,-456,10452,-880,-3970,-5839,-2219,-583,-6636,-8099,-6426,-6548,-7724,-5640,-4061,-9244,-7427,-4777,3603,-585,-10442,-20922,0
4641,-432,10129,-365,-4085,-6051,-2782,41,-6698,-6685,-6248,-5476,-7801,-3721,-3605,-9057,-7898,-4802,4106,535,-11659,-21015,0
4642,-381,9644,275,-4155,-5976,-3457,912,-6860,-5074,-6076,-4265,-8078,-1733,-3229,-8808,-8375,-4772,4683,1645,-13005,-21087,0
4643,-271,9136,992,-4140,-5627,-4118,2016,-7005,-3349,-5867,-2895,-8415,312,-2851,-8448,-8794,-4652,5341,2772,-14362,-21147,0
4644,-89,8732,1698,-4027,-5102,-4648,3311,-7023,-1608,-5598,-1359,-8651,2389,-2401,-7935,-9095,-4436,6055,3932,-15618,-21211,0
4645,137,8511,2293,-3830,-4561,-4963,4722,-6835,33,-5276,319,-8643,4441,-1841,-7252,-9240,-4146,6769,5097,-16680,-21290,0
4646,345,8489,2673,-3593,-4189,-5023,6141,-6410,1458,-4937,2079,-8299,6378,-1177,-6420,-9216,-3839,7404,6201,-17482,-21391,0
4647,452,8622,2757,-3379,-4148,-4835,7438,-5767,2556,-4634,3821,-7590,8090,-447,-5497,-9034,-3587,7879,7140,-17989,-21513,0
4648,377,8817,2495,-3254,-4534,-4451,8481,-4967,3239,-4419,5428,-6555,9460,282,-4562,-8721,-3464,8123,7801,-18196,-21644,0
4649,61,8966,1883,-3275,-5355,-3955,9156,-4098,3455,-4335,6783,-5292,10387,930,-3702,-8317,-3531,8084,8081,-18120,-21766,0
4650,-517,8966,968,-3479,-6526,-3451,9383,-3267,3190,-4412,7782,-3943,10791,1414,-3000,-7867,-3825,7738,7905,-17805,-21862,0
4651,-1339,8744,-165,-3879,-7902,-3049,9128,-2590,2466,-4672,8347,-2677,10623,1644,-2522,-7418,-4345,7084,7238,-17313,-21919,0
4652,-2355,8262,-1409,-4461,-9302,-2852,8400,-2177,1338,-5139,8433,-1664,9867,1544,-2316,-7019,-5063,6150,6088,-16726,-21934,0
4653,-3494,7516,-2651,-5194,-10562,-2938,7250,-2124,-120,-5837,8036,-1050,8543,1062,-2403,-6710,-5928,4985,4504,-16128,-21913,0
4654,-4684,6536,-3792,-6037,-11556,-3348,5763,-2482,-1813,-6782,7195,-924,6714,192,-2767,-6509,-6878,3662,2578,-15592,-21868,0
4655,-5854,5376,-4754,-6937,-12216,-4080,4055,-3253,-3628,-7973,5997,-1296,4499,-1003,-3352,-6403,-7850,2264,441,-15162,-21815,0
4656,-6941,4115,-5488,-7845,-12534,-5081,2258,-4359,-5443,-9366,4567,-2088,2066,-2390,-4061,-6341,-8786,883,-1746,-14842,-21767,0
4657,-7891,2849,-5976,-8709,-12548,-6250,507,-5663,-7135,-10874,3062,-3150,-382,-3781,-4769,-6245,-9640,-396,-3808,-14591,-21733,0
4658,-8653,1686,-6220,-9481,-12330,-7451,-1071,-6991,-8591,-12375,1639,-4289,-2636,-4970,-5345,-6032,-10373,-1499,-5589,-14341,-21718,0
4659,-9189,734,-6248,-10115,-11974,-8531,-2381,-8164,-9726,-13731,431,-5320,-4520,-5786,-5689,-5641,-10959,-2372,-6970,-14019,-21719,0
4660,-9473,84,-6102,-10578,-11583,-9346,-3371,-9048,-10495,-14821,-472,-6112,-5923,-6138,-5752,-5058,-11380,-2984,-7901,-13573,-21728,0
4661,-9502,-212,-5834,-10850,-11259,-9787,-4032,-9582,-10898,-15567,-1041,-6617,-6817,-6033,-5554,-4326,-11629,-3324,-8404,-12998,-21730,0
4662,-9299,-152,-5497,-10929,-11091,-9797,-4396,-9780,-10975,-15944,-1293,-6878,-7246,-5570,-5168,-3533,-11709,-3390,-8559,-12338,-21706,0
4663,-8902,218,-5132,-10827,-11135,-9384,-4508,-9726,-10789,-15979,-1276,-7009,-7298,-4902,-4696,-2783,-11631,-3180,-8467,-11680,-21637,0
4664,-8360,814,-4758,-10567,-11394,-8610,-4406,-9531,-10405,-15728,-1045,-7145,-7071,-4187,-4225,-2166,-11410,-2694,-8215,-11123,-21510,0
4665,-7712,1541,-4368,-10167,-11804,-7578,-4112,-9301,-9874,-15260,-641,-7405,-6643,-3545,-3808,-1727,-11055,-1925,-7850,-10754,-21320,0
4666,-6975,2321,-3930,-9642,-12236,-6402,-3625,-9104,-9233,-14636,-91,-7848,-6060,-3034,-3446,-1463,-10566,-884,-7374,-10615,-21077,0
4667,-6148,3111,-3401,-8993,-12517,-5189,-2950,-8962,-8505,-13907,588,-8465,-5346,-2659,-3112,-1332,-9935,403,-6758,-10695,-20804,0
4668,-5216,3909,-2744,-8218,-12477,-4020,-2107,-8863,-7722,-13122,1367,-9184,-4527,-2396,-2770,-1280,-9154,1867,-5984,-10934,-20530,0
4669,-4171,4738,-1947,-7329,-11991,-2953,-1166,-8780,-6935,-12339,2196,-9906,-3648,-2222,-2411,-1272,-8232,3400,-5068,-11241,-20282,0
4670,-3031,5622,-1034,-6357,-11021,-2030,-242,-8695,-6220,-11628,2994,-10536,-2789,-2137,-2064,-1302,-7206,4862,-4085,-11529,-20080,0
4671,-1850,6560,-68,-5366,-9627,-1288,526,-8613,-5668,-11072,3662,-11010,-2054,-2170,-1796,-1396,-6150,6109,-3153,-11735,-19932,0
4672,-715,7511,866,-4441,-7950,-771,1013,-8563,-5360,-10745,4106,-11312,-1546,-2358,-1682,-1600,-5164,7020,-2408,-11842,-19834,0
4673,279,8403,1682,-3675,-6175,-523,1154,-8583,-5337,-10691,4258,-11463,-1331,-2728,-1780,-1953,-4352,7538,-1955,-11879,-19779,0
4674,1049,9149,2313,-3133,-4485,-584,975,-8697,-5581,-10906,4100,-11511,-1417,-3266,-2099,-2469,-3793,7683,-1832,-11906,-19754,0
4675,1552,9681,2737,-2840,-3024,-957,594,-8900,-6010,-11323,3670,-11499,-1739,-3910,-2593,-3135,-3516,7558,-1983,-11999,-19749,0
4676,1796,9973,2966,-2761,-1882,-1600,192,-9147,-6489,-11821,3059,-11453,-2171,-4554,-3165,-3906,-3479,7327,-2262,-12217,-19758,0
4677,1843,10057,3056,-2808,-1093,-2408,-36,-9355,-6862,-12247,2387,-11372,-2549,-5059,-3693,-4720,-3584,7184,-2460,-12586,-19776,0
4678,1790,10020,3079,-2862,-651,-3217,57,-9420,-6984,-12438,1783,-11222,-2709,-5279,-4052,-5514,-3691,7311,-2348,-13085,-19803,0
4679,1749,9984,3107,-2796,-518,-3831,547,-9236,-6751,-12256,1358,-10953,-2516,-5091,-4147,-6234,-3657,7841,-1724,-13648,-19835,0
4680,1821,10082,3195,-2508,-632,-4050,1413,-8718,-6112,-11609,1183,-10513,-1883,-4410,-3932,-6844,-3367,8837,-464,-14183,-19870,0
4681,2080,10422,3376,-1940,-903,-3723,2563,-7826,-5071,-10469,1285,-9868,-778,-3215,-3414,-7328,-2760,10284,1455,-14593,-19906,0
4682,2558,11069,3651,-1087,-1221,-2778,3868,-6576,-3679,-8875,1644,-9014,777,-1553,-2656,-7689,-1840,12096,3939,-14810,-19936,0
4683,3241,12026,3997,1,-1469,-1253,5198,-5044,-2023,-6929,2205,-7986,2718,462,-1758,-7950,-674,14131,6794,-14813,-19953,0
4684,4074,13232,4378,1231,-1550,709,6448,-3352,-209,-4780,2896,-6849,4948,2658,-850,-8143,628,16224,9758,-14635,-19946,0
4685,4969,14571,4741,2481,-1415,2882,7552,-1649,1644,-2602,3639,-5684,7344,4832,-56,-8307,1931,18196,12546,-14359,-19905,0
4686,5818,15891,5039,3620,-1081,4998,8473,-81,3416,-565,4367,-4569,9765,6777,517,-8474,3096,19888,14900,-14085,-19826,0
4687,6508,17027,5230,4527,-634,6798,9197,1236,4988,1184,5030,-3555,12055,8319,801,-8663,4003,21173,16628,-13907,-19712,0
4688,6943,17825,5282,5099,-201,8076,9717,2231,6252,2534,5597,-2661,14055,9336,773,-8875,4559,21960,17625,-13878,-19578,0
4689,7043,18162,5176,5266,85,8696,10029,2880,7115,3418,6047,-1873,15615,9771,450,-9092,4703,22197,17873,-14003,-19444,0
4690,6756,17956,4900,4986,119,8605,10122,3196,7501,3797,6366,-1164,16591,9629,-119,-9282,4401,21865,17419,-14238,-19334,0
4691,6056,17171,4444,4246,-147,7819,9984,3207,7355,3658,6541,-511,16874,8968,-876,-9416,3644,20961,16347,-14508,-19267,0
4692,4939,15817,3793,3053,-714,6414,9605,2944,6648,2995,6555,94,16397,7866,-1769,-9475,2437,19497,14746,-14730,-19252,0
4693,3425,13952,2937,1438,-1546,4512,8977,2429,5382,1818,6396,631,15144,6416,-2758,-9455,807,17496,12699,-14832,-19285,0
4694,1564,11687,1862,-544,-2598,2282,8110,1688,3600,157,6056,1072,13165,4713,-3823,-9376,-1196,14999,10275,-14760,-19358,0
4695,-556,9180,577,-2808,-3832,-67,7043,745,1392,-1923,5542,1388,10575,2846,-4948,-9268,-3490,12075,7542,-14486,-19458,0
4696,-2806,6633,-887,-5239,-5214,-2300,5845,-355,-1102,-4319,4883,1560,7556,898,-6116,-9164,-5962,8834,4583,-14007,-19574,0
4697,-5031,4262,-2467,-7700,-6714,-4191,4619,-1557,-3707,-6890,4123,1589,4336,-1044,-7289,-9088,-8472,5421,1503,-13342,-19701,0
4698,-7067,2259,-4075,-10049,-8285,-5560,3488,-2797,-6227,-9477,3326,1485,1175,-2898,-8408,-9042,-10872,2011,-1559,-12539,-19835,0
4699,-8779,754,-5610,-12158,-9871,-6327,2569,-4018,-8479,-11923,2561,1267,-1677,-4578,-9388,-8998,-13028,-1213,-4439,-11668,-19976,0
4700,-10082,-212,-6974,-13931,-11406,-6531,1950,-5176,-10317,-14090,1898,949,-4001,-5997,-10125,-8900,-14839,-4085,-6958,-10821,-20121,0
4701,-10959,-694,-8088,-15312,-12839,-6322,1659,-6231,-11653,-15874,1395,553,-5645,-7063,-10514,-8666,-16243,-6466,-8939,-10089,-20265,0
4702,-11451,-807,-8897,-16278,-14141,-5923,1664,-7140,-12460,-17198,1086,125,-6530,-7678,-10458,-8198,-17214,-8259,-10222,-9543,-20404,0
4703,-11632,-692,-9376,-16828,-15306,-5559,1870,-7846,-12762,-18005,977,-271,-6660,-7751,-9889,-7404,-17746,-9404,-10690,-9207,-20533,0
4704,-11577,-464,-9519,-16960,-16334,-5395,2151,-8268,-12619,-18252,1043,-539,-6109,-7204,-8783,-6215,-17840,-9865,-10289,-9048,-20653,0
4705,-11332,-177,-9336,-16673,-17208,-5495,2380,-8317,-12101,-17903,1231,-572,-5004,-6000,-7170,-4598,-17497,-9633,-9043,-8979,-20763,0
4706,-10908,170,-8844,-15962,-17875,-5817,2463,-7915,-11280,-16945,1473,-287,-3506,-4157,-5139,-2573,-16717,-8718,-7058,-8881,-20865,0
4707,-10290,624,-8068,-14835,-18249,-6242,2363,-7031,-10218,-15399,1703,355,-1789,-1767,-2827,-208,-15521,-7165,-4523,-8639,-20957,0
4708,-9457,1231,-7047,-13333,-18240,-6626,2102,-5696,-8978,-13335,1866,1322,-19,1007,-409,2384,-13955,-5059,-1683,-8171,-21037,0
4709,-8412,2004,-5832,-11531,-17787,-6846,1744,-4015,-7626,-10880,1937,2511,1654,3948,1933,5071,-12109,-2538,1195,-7456,-21098,0
